season,week,contestant,is_eliminated,judge_score,judge_percentile,vote_share_mean,vote_share_std,cv,ci_lower,ci_upper,ci_width,relative_uncertainty
1,3,Evander Holyfield,True,13.0,20.0,0.09821992078770121,0.06714632968036992,0.6836324960711485,0.006605148077354679,0.2521522079889679,0.24554705991161324,2.4999720799241643
1,3,Rachel Hunter,False,26.0,100.0,0.18875736973424134,0.13564081820783086,0.7185987933978145,0.014603439342398643,0.5202099856473615,0.5056065463049629,2.6786055916596263
1,3,Joey McIntyre,False,22.0,60.0,0.24900565152833773,0.1452478728682057,0.5833115510366029,0.03242868835558606,0.5834717262248234,0.5510430378692373,2.212974019929942
1,4,John O'Hurley,False,21.0,50.0,0.25658850851404286,0.12341752950063892,0.48099398592429554,0.061240622283738166,0.559564508648393,0.49832388636465486,1.9421130317033302
1,4,Kelly Monaco,False,26.0,100.0,0.24251518960516436,0.14680981631632928,0.6053633856700357,0.04821062790420933,0.6172642994244502,0.5690536715202408,2.346466100585545
1,4,Rachel Hunter,True,25.0,75.0,0.08819375326290539,0.05560820850077813,0.6305232103225935,0.007240079305206659,0.21197712969205815,0.2047370503868515,2.321446163475844
1,4,Joey McIntyre,False,20.0,25.0,0.4127025486178881,0.137445267140545,0.3330371173319279,0.17457602686436263,0.7163408891896225,0.5417648623252598,1.3127247796465513
2,1,Tatum O'Neal,False,23.0,85.0,0.10704624673882714,0.07551239756125469,0.7054184503539765,0.010486054712058573,0.28801711446572104,0.27753105975366243,2.5926276534620003
2,1,Tia Carrere,False,20.0,50.0,0.1069332415132468,0.07526975700891038,0.7038948401203805,0.009306673199426308,0.29127520208604996,0.28196852888662366,2.6368650630310047
2,1,George Hamilton,False,18.0,30.0,0.10335900367617237,0.0693320965038065,0.6707891327392014,0.012166874634365554,0.2795709325328189,0.26740405789845334,2.5871384991047943
2,1,Lisa Rinna,False,19.0,40.0,0.11488377797399262,0.07552518795142044,0.6574051551714927,0.01237188886447663,0.29456362832966987,0.2821917394651932,2.456323635904831
2,1,Stacy Keibler,False,22.0,70.0,0.11154886605288639,0.07669325841172402,0.6875305958431702,0.009419635977562194,0.2928825708844088,0.2834629349068466,2.5411547842928197
2,1,Jerry Rice,False,21.0,60.0,0.10259351313853918,0.07607242259440426,0.7414934940138859,0.007862259008866244,0.29633042217474503,0.2884681631658788,2.8117583077125383
2,1,Giselle Fernandez,False,23.0,85.0,0.07947357664083597,0.06686714950466652,0.8413758666320114,0.0034880262648058456,0.2513185135431911,0.24783048727838528,3.118401076707076
2,1,Master P,False,12.0,10.0,0.12215690748298771,0.07270906537819027,0.5952104290851922,0.025014082696701752,0.30458163004770933,0.2795675473510076,2.288593849357904
2,1,Drew Lachey,False,24.0,100.0,0.12535879599992214,0.08219199074181167,0.6556539572723507,0.014263097847222364,0.32867950932544304,0.3144164114782207,2.508132027908139
2,1,Kenny Mayne,True,13.0,20.0,0.026646070782586573,0.02108973944199861,0.7914765195562445,0.0010267468330661096,0.07814147872169677,0.07711473188863066,2.894037632355987
2,2,Tatum O'Neal,True,17.0,22.22222222222222,0.03792470645864021,0.024658309213138187,0.6501911669378598,0.0029299870087510682,0.093207455717804,0.09027746870905294,2.380439478667118
2,2,Tia Carrere,False,22.0,50.0,0.12322340734559294,0.08396994974417551,0.6814447959593305,0.014957324268272154,0.3278388791411814,0.31288155487290925,2.539140585047175
2,2,George Hamilton,False,22.0,50.0,0.09710599421545091,0.07553051487200027,0.7778151637749342,0.006029361782780354,0.28917946863597743,0.2831501068531971,2.915887004188206
2,2,Lisa Rinna,False,20.0,33.33333333333333,0.1366500333989008,0.09139442793427971,0.6688211162056895,0.021544615686190843,0.3775525395068157,0.35600792382062485,2.60525310316509
2,2,Stacy Keibler,False,29.0,100.0,0.123145956477557,0.08063960824714494,0.6548295249658347,0.012279288455346852,0.3150528685198455,0.3027735800644986,2.4586562846163176
2,2,Jerry Rice,False,23.0,66.66666666666666,0.10906052036302111,0.08051044860478872,0.7382180853619456,0.006494786491536315,0.31165007430926256,0.3051552878177262,2.798036232746519
2,2,Giselle Fernandez,False,24.0,77.77777777777777,0.09768333200688468,0.07689941967140008,0.7872317417188132,0.00598549346903611,0.2949399565666216,0.2889544630975855,2.9580733669221355
2,2,Master P,False,16.0,11.11111111111111,0.14616286423652153,0.08124788408292143,0.5558722761197292,0.0344495896685249,0.34066067002801886,0.30621108035949396,2.094999176086763
2,2,Drew Lachey,False,27.0,88.88888888888889,0.12904318549743388,0.08383448756173718,0.6496622597590639,0.014488703460876098,0.32466312522627006,0.31017442176539395,2.40364820760874
2,3,Tia Carrere,False,26.0,75.0,0.11925962526795858,0.08684693158385143,0.7282173771374646,0.010773195868838523,0.3398908433266514,0.3291176474578129,2.759673665269091
2,3,George Hamilton,False,22.0,43.75,0.121667791020259,0.08083674232814336,0.6644054402881584,0.02141259827563959,0.3299359864986472,0.3085233882230076,2.535785234385135
2,3,Lisa Rinna,False,25.0,62.5,0.11882399133498614,0.08609784767617429,0.7245830293731736,0.012506608871207268,0.3352251192682614,0.3227185103970541,2.715937299359513
2,3,Stacy Keibler,False,27.0,93.75,0.13719993499584873,0.10472280923134554,0.7632861426514926,0.015078955859030938,0.41778812353156963,0.40270916767253867,2.935199403638227
2,3,Jerry Rice,False,19.0,25.0,0.14435977926096327,0.08147503504889105,0.5643887474028859,0.039433406066411915,0.3598895574483566,0.32045615138194466,2.2198437321011872
2,3,Giselle Fernandez,True,22.0,43.75,0.028029518305508275,0.02091223466150341,0.7460789856950878,0.001589923543267773,0.07794031233868519,0.07635038879541742,2.7239279566220898
2,3,Master P,False,14.0,12.5,0.1795745534186085,0.08072837208740256,0.4495535169410127,0.0648577494230071,0.37443341021813464,0.30957566079512755,1.7239394709843876
2,3,Drew Lachey,False,27.0,93.75,0.15108480639586575,0.09704063330989408,0.6422924684524746,0.021662311425361017,0.38220087307521305,0.36053856164985204,2.3863323520867583
2,4,Tia Carrere,False,25.0,57.142857142857146,0.15244476426319445,0.09984553287795679,0.6549620335932181,0.014660295868175684,0.39187662173502075,0.37721632586684506,2.474445924348966
2,4,George Hamilton,False,21.0,28.571428571428573,0.15907709941079926,0.10367555672301818,0.6517315002715395,0.016209070904225645,0.4210099915383652,0.4048009206341396,2.5446838160803837
2,4,Lisa Rinna,False,26.0,78.57142857142857,0.1402897698550389,0.10307324015369139,0.7347167237263633,0.008487824956894369,0.3929555407300819,0.3844677157731875,2.7405256698076026
2,4,Stacy Keibler,False,26.0,78.57142857142857,0.1595544179999958,0.11021239602264445,0.6907511389222216,0.011781245843458339,0.4218397652574403,0.41005851941398197,2.5700229695738694
2,4,Jerry Rice,False,24.0,42.85714285714286,0.14699809163710234,0.0975190658726065,0.663403617830725,0.013034095382433978,0.37752801012849907,0.3644939147460651,2.479582628854404
2,4,Master P,True,8.0,14.285714285714286,0.05859426816096512,0.04018070837141508,0.6857446908025139,0.004936829718341339,0.15130269798732252,0.14636586826898118,2.4979553907406427
2,4,Drew Lachey,False,28.0,100.0,0.1830415886729025,0.11392734522558957,0.6224123489604205,0.020062210581681703,0.44361907698604713,0.4235568664043654,2.3139925152740415
2,5,Tia Carrere,True,22.0,16.666666666666668,0.08309085782900374,0.052644122398457824,0.633572979153003,0.008257261538330127,0.20131847618739193,0.1930612146490618,2.3234952612238193
2,5,George Hamilton,False,24.0,50.0,0.15609866836220584,0.11249635673480757,0.7206746722637474,0.009212917348366179,0.4281825072433675,0.4189695898950013,2.684004892690299
2,5,Lisa Rinna,False,25.0,66.66666666666667,0.17213447938174534,0.1113427655556581,0.6468359267177839,0.017055310938256265,0.44573015975529673,0.4286748488170405,2.49034853509695
2,5,Stacy Keibler,False,30.0,100.0,0.18239412665736812,0.11989024895636738,0.6573141969415098,0.01726842111458313,0.4606937016939697,0.44342528057938657,2.431137934442692
2,5,Jerry Rice,False,23.0,33.333333333333336,0.19881356996098204,0.1147232740384908,0.5770394546172163,0.025254497725223722,0.47335895276810375,0.44810445504288005,2.2538927041319816
2,5,Drew Lachey,False,27.0,83.33333333333334,0.2074682978086938,0.12671797887661004,0.6107823708679494,0.023417267135883418,0.4948380813506792,0.47142081421479576,2.2722546960994814
2,6,George Hamilton,True,23.0,30.0,0.08101454203146145,0.05646266829885294,0.6969448547549841,0.004742632191273748,0.20898258992073585,0.2042399577294621,2.521028353132504
2,6,Lisa Rinna,False,27.0,60.0,0.1989637205369364,0.1311578069329468,0.6592046354635678,0.02120364062249552,0.5063051105712986,0.48510146994880304,2.438140322244994
2,6,Stacy Keibler,False,30.0,90.0,0.22302516675112757,0.14367591452130435,0.6442139089047741,0.02234611716267052,0.5660236401002758,0.5436775229376053,2.4377406846668457
2,6,Jerry Rice,False,23.0,30.0,0.2524876033174912,0.13438792947823663,0.5322555549629286,0.05075673504290824,0.5820812269019219,0.5313244918590136,2.1043587275865674
2,6,Drew Lachey,False,30.0,90.0,0.24450896736298094,0.14960212081253824,0.6118471742153516,0.02548645655252894,0.5803886367368869,0.554902180184358,2.2694553330375133
2,7,Lisa Rinna,True,26.5,50.0,0.11028882394014856,0.06588508310656836,0.5973867586309937,0.012205144585272552,0.2532997873477357,0.24109464276246317,2.186029680348185
2,7,Stacy Keibler,False,27.5,87.5,0.26280046561037435,0.1625567768300575,0.6185558933111145,0.02728988527953125,0.644133156616149,0.6168432713366178,2.347192458998246
2,7,Jerry Rice,False,20.5,25.0,0.33439711809051853,0.1464896282937709,0.438070845485906,0.08629923736499717,0.6532551865614217,0.5669559491964244,1.6954570430042057
2,7,Drew Lachey,False,27.5,87.5,0.2925135923589582,0.16396981840712427,0.5605545268127341,0.03969412051567596,0.6682552352468925,0.6285611147312165,2.1488270320956393
3,1,Harry Hamlin,False,17.0,36.36363636363637,0.08454370492471867,0.06432590002618206,0.7608597234693538,0.0063363687058878345,0.23809305821173926,0.23175668950585143,2.741264881141547
3,1,Vivica A. Fox,False,22.0,77.27272727272728,0.09536505291800408,0.06943018977706711,0.7280464654485046,0.008975144996547989,0.2735883434846602,0.2646131984881122,2.774739698809328
3,1,Monique Coleman,False,19.0,54.54545454545455,0.09822109622240523,0.06947792486873791,0.7073625470507938,0.010273640749154194,0.27824953029446503,0.2679758895453108,2.7282925927205604
3,1,Joey Lawrence,False,21.0,63.63636363636364,0.10263810791460676,0.07020450420560546,0.6840003733858231,0.012158274122013802,0.273001816929157,0.26084354280714317,2.541390793856232
3,1,Mario Lopez,False,26.0,100.00000000000001,0.11097290587164814,0.07390479395512431,0.665971511767078,0.013329447348618725,0.2845030554774723,0.27117360812885355,2.4436019382797296
3,1,Emmitt Smith,False,24.0,90.90909090909092,0.0975237260919248,0.07287964702653114,0.7473017066955113,0.007999728683549374,0.2877421483657004,0.279742419682151,2.8684549965987083
3,1,Shanna Moakler,False,18.0,45.45454545454546,0.08016748607767846,0.06443559675253953,0.8037622211295026,0.00483033708931383,0.24340512626793687,0.23857478917862304,2.9759544742348547
3,1,Willa Ford,False,22.0,77.27272727272728,0.11495300725979958,0.07675613773214741,0.6677175264488987,0.011134086909880443,0.30490135724589756,0.29376727033601713,2.5555422783897606
3,1,Sara Evans,False,15.0,18.181818181818183,0.09664690389162524,0.06889874488224629,0.7128913812719401,0.009380062935047302,0.26704529983183667,0.2576652368967894,2.666047501315892
3,1,Jerry Springer,False,16.0,27.272727272727273,0.07055632850446206,0.06075439283841548,0.8610764482801238,0.0022709043777612427,0.23251093988256985,0.23024003550480862,3.263208844036253
3,1,Tucker Carlson,True,12.0,9.090909090909092,0.04841168032312627,0.0425500868285072,0.8789219142283897,0.002381437549201629,0.1598907315562278,0.15750929400702615,3.253539076321423
3,2,Harry Hamlin,False,21.0,30.0,0.08806422601284225,0.06357831651889155,0.7219539570747451,0.006350259384528419,0.24366339228230163,0.23731313289777323,2.694773387251356
3,2,Vivica A. Fox,False,24.0,75.0,0.10640916054256233,0.08315010708504894,0.7814186916139431,0.008110497629757107,0.32363817627224184,0.3155276786424847,2.9652304062652064
3,2,Monique Coleman,False,26.0,90.0,0.11121251334277672,0.07688372958620408,0.6913226507173929,0.011447247167266894,0.31390778898279537,0.30246054181552845,2.719662854946233
3,2,Joey Lawrence,False,29.0,100.0,0.11331038742579985,0.07649867746836593,0.6751250184450018,0.01155519658242525,0.29797640832634464,0.2864212117439194,2.527757763415147
3,2,Mario Lopez,False,21.0,30.0,0.11431450347477094,0.08153514749616665,0.7132528677153906,0.009491122158748377,0.3152991096150278,0.3058079874562794,2.675146004166096
3,2,Emmitt Smith,False,24.0,75.0,0.11151606992488859,0.07625427428452268,0.6837962839571369,0.008972904981875501,0.29373142156016163,0.2847585165782861,2.5535200129876583
3,2,Shanna Moakler,True,22.0,50.0,0.05331596975616056,0.04444881126128677,0.8336866305012135,0.0032833057793365695,0.16760656107699382,0.16432325529765723,3.0820644497507903
3,2,Willa Ford,False,23.0,60.0,0.10883946409415023,0.07365027939794655,0.6766872654441551,0.013293944780447103,0.2971751205260116,0.2838811757455645,2.6082559101831944
3,2,Sara Evans,False,21.0,30.0,0.11987966357599097,0.07814494050177105,0.6518615260131199,0.012393695644082088,0.30794170979049496,0.29554801414641285,2.4653723999861707
3,2,Jerry Springer,False,19.0,10.0,0.07313804185005732,0.06269719755796845,0.8572446826069196,0.0021077369223165723,0.23293798708106672,0.23083025015875014,3.1560901003662876
3,3,Harry Hamlin,True,22.0,50.0,0.05293284641813635,0.04381004981792162,0.827653389146775,0.002854197473828054,0.1677520215800229,0.16489782410619483,3.1152268383997823
3,3,Vivica A. Fox,False,27.0,94.44444444444444,0.12045254554622224,0.08325875520109206,0.6912162358579701,0.010915555637561159,0.3213285410421349,0.31041298540457374,2.5770562484937343
3,3,Monique Coleman,False,27.0,94.44444444444444,0.1262663360763882,0.08670887524077342,0.6867141145177852,0.011121964494013557,0.34347296935415245,0.3323510048601389,2.6321426195170496
3,3,Joey Lawrence,False,22.0,50.0,0.1202704411131572,0.08775086487946641,0.7296128956901736,0.01164373495800734,0.3373001336082094,0.325656398650202,2.7077010391359257
3,3,Mario Lopez,False,22.0,50.0,0.1293740141319644,0.08728145494770906,0.6746444057244415,0.013134203289303493,0.3436663500604043,0.3305321467711008,2.5548573160794477
3,3,Emmitt Smith,False,19.0,11.11111111111111,0.112520464500426,0.08329709720709215,0.7402839785890538,0.007577696451336219,0.3169041621822341,0.3093264657308979,2.7490685079319053
3,3,Willa Ford,False,22.0,50.0,0.11729320395401294,0.08629043872901247,0.7356814866211359,0.01131033101739403,0.33713443880140503,0.325824107784011,2.7778600679539
3,3,Sara Evans,False,25.0,77.77777777777777,0.12959690520298336,0.08609347355977416,0.6643173566413261,0.013725917025770883,0.3341159654430959,0.32039004841732505,2.472204468681472
3,3,Jerry Springer,False,21.0,22.22222222222222,0.09129324305671328,0.07340211290800508,0.804025690948492,0.003950107569278113,0.2704118252183997,0.2664617176491216,2.9187452262125846
3,4,Vivica A. Fox,True,24.0,50.0,0.06725927920795,0.04936171773537411,0.7339019722374515,0.00577150271212134,0.1905403251147981,0.18476882240267675,2.7471127300770415
3,4,Monique Coleman,False,24.0,50.0,0.13475061664242746,0.09152422146100136,0.6792118928549893,0.012357201916485492,0.3493629777050642,0.3370057757885787,2.500959060044653
3,4,Joey Lawrence,False,27.0,75.0,0.13663200113280513,0.09235676836516443,0.6759526870121676,0.012897043577732317,0.3697779416982815,0.3568808981205492,2.6119861738134493
3,4,Mario Lopez,False,29.0,100.0,0.1436572546717667,0.09344072528204878,0.6504420917029308,0.018115261579146565,0.36308369187256456,0.344968430293418,2.401329684612736
3,4,Emmitt Smith,False,24.0,50.0,0.12722436880750126,0.08879496346219887,0.6979399011737871,0.010372743431064792,0.34637895909200433,0.3360062156609395,2.641052327838494
3,4,Willa Ford,False,28.0,87.5,0.1534010666504688,0.0972264780423674,0.6338057492163448,0.01942584666610702,0.38956350177047216,0.37013765510436514,2.4128753661566957
3,4,Sara Evans,False,20.0,12.5,0.13925089321926376,0.09151178656988715,0.6571719892674293,0.016817004679505577,0.3550709227298864,0.3382539180503808,2.429096934228337
3,4,Jerry Springer,False,22.0,25.0,0.09782451966781594,0.08138967822577173,0.8319967061320425,0.003331998308414886,0.30251925684850955,0.29918725854009465,3.0584076390071546
3,5,Monique Coleman,False,27.0,78.57142857142857,0.15525649792101853,0.10032200612128887,0.6461694511987983,0.015800150575028597,0.39501961114767953,0.37921946057265093,2.4425351943808007
3,5,Joey Lawrence,False,25.0,42.85714285714286,0.16128069898644978,0.10562769225910783,0.6549307688856755,0.019252246320314113,0.41327669434990894,0.3940244480295948,2.4430973468089294
3,5,Mario Lopez,False,27.0,78.57142857142857,0.1584121838892166,0.1036844028123641,0.6545229047496882,0.016118068211654086,0.40461540011791486,0.3884973319062608,2.4524460311253993
3,5,Emmitt Smith,False,27.0,78.57142857142857,0.15112909699999724,0.10946806709907074,0.7243348183747783,0.010245862868253875,0.4116634941788505,0.40141763131059666,2.6561240622313225
3,5,Willa Ford,True,27.0,78.57142857142857,0.08059589600164101,0.059889571677071575,0.7430846305318537,0.006598190137816962,0.23001889762694985,0.2234207074891329,2.7721102226765097
3,5,Sara Evans,False,24.0,21.42857142857143,0.17368541738068233,0.11159210458987226,0.6424955313377634,0.020432988128024538,0.43839879802075554,0.417965809892731,2.4064530917756413
3,5,Jerry Springer,False,24.0,21.42857142857143,0.11964020882099258,0.0938640921014815,0.7845530607813216,0.006956222900079098,0.3519682180326197,0.3450119951325406,2.8837461773439226
3,7,Monique Coleman,False,27.0,40.0,0.23533661819143617,0.13705037862932762,0.5823589190000477,0.03322637092953344,0.5582982427583923,0.525071871828859,2.231152447251623
3,7,Joey Lawrence,False,28.5,90.0,0.24026352840625906,0.13799381835295774,0.5743435935153299,0.03620051090517306,0.5599726078843027,0.5237720969791296,2.1799900310940656
3,7,Mario Lopez,False,28.0,60.0,0.22571285825871878,0.13262516339097874,0.5875835535262306,0.025045736194160912,0.5289611181158347,0.5039153819216737,2.232550620225702
3,7,Emmitt Smith,False,28.5,90.0,0.2238446302290201,0.136209023753447,0.6084980620407955,0.02395983333294138,0.5378389303468432,0.5138790970139018,2.295695439549172
3,7,Jerry Springer,True,23.0,20.0,0.07484236491456685,0.0617840504762601,0.8255224225508486,0.003054913482981098,0.23061125537480415,0.22755634189182306,3.0404750283817585
3,8,Monique Coleman,True,26.5,25.0,0.10541897372285236,0.07104736624406907,0.67395236044944,0.011411854050992981,0.27514965591301305,0.26373780186202006,2.5018058163344397
3,8,Joey Lawrence,False,27.0,62.5,0.2985570470886097,0.15598350209786238,0.5224579475403297,0.053437913707624664,0.6423914139275065,0.5889535002198819,1.972666549879889
3,8,Mario Lopez,False,28.5,100.0,0.3098578826845138,0.16019998029832186,0.5170111499462178,0.05757060074668138,0.6672406737389109,0.6096700729922295,1.967579677216783
3,8,Emmitt Smith,False,27.0,62.5,0.2861660965040228,0.15615292486223148,0.5456723445415873,0.040032157635512204,0.6329434926114345,0.5929113349759223,2.0719132769817685
4,1,John Ratzenberger,False,17.0,36.36363636363637,0.07978920282006487,0.06519720602898675,0.817118151867029,0.0038550826837542036,0.2483684819948675,0.2445133993111133,3.0644923167871965
4,1,Ian Ziering,False,21.0,77.27272727272728,0.10815159376027973,0.07412020397566936,0.6853362149375692,0.011246600644733824,0.28896226549732673,0.2777156648525929,2.5678370048930743
4,1,Clyde Drexler,False,16.0,27.272727272727273,0.09977065535912465,0.07700306654144914,0.7718007482971461,0.007501231922659818,0.3002379872007692,0.2927367552781094,2.9340967434862812
4,1,Laila Ali,False,23.0,90.90909090909092,0.11177574436155016,0.07590936413946449,0.6791219732432793,0.01130530596433598,0.29995735589999295,0.28865204993565696,2.582421180249447
4,1,Apolo Anton Ohno,False,21.0,77.27272727272728,0.1015925866885168,0.07325895081654239,0.7211052807331705,0.009916681342067402,0.2864833150728694,0.276566633730802,2.7223111692836905
4,1,Shandi Finnessey,False,19.0,59.09090909090909,0.08624835319019483,0.06441339542678656,0.7468362347749243,0.00540322103536774,0.24054902023776736,0.2351457992023996,2.7263801595285906
4,1,Paulina Porizkova,True,19.0,59.09090909090909,0.046389071844051735,0.03848561125485716,0.8296266694292426,0.002487959338870202,0.14596028938080172,0.14347233004193152,3.092804491000996
4,1,Heather Mills,False,18.0,45.45454545454546,0.08687516278846721,0.07209809938405967,0.8299046239098423,0.005857102345228659,0.2810223408318097,0.27516523848658103,3.167363712915807
4,1,Billy Ray Cyrus,False,13.0,9.090909090909092,0.09214875914946703,0.07099763334670306,0.770467599617883,0.006292965353958692,0.2682573772926707,0.261964411938712,2.8428425306250356
4,1,Joey Fatone,False,24.0,100.00000000000001,0.11394977730841466,0.0722536166250364,0.6340829992678934,0.014870704171539992,0.28345328086761645,0.26858257669607644,2.357025900396738
4,1,Leeza Gibbons,False,15.0,18.181818181818183,0.0733090927298681,0.05905582159656748,0.8055729421399489,0.0038440267516615754,0.22009377416887668,0.21624974741721512,2.949835266943982
4,2,John Ratzenberger,False,21.0,40.909090909090914,0.08108648958343048,0.06202297835151605,0.7648990429066517,0.0053973725652824885,0.2475221292858962,0.2421247567206137,2.9860061480758664
4,2,Ian Ziering,False,22.0,63.63636363636364,0.0995201919215091,0.07352646686452,0.7388095357435491,0.00893384329521552,0.2813770558796126,0.2724432125843971,2.737567191646038
4,2,Clyde Drexler,False,18.0,9.090909090909092,0.08372861590158764,0.06109871368948202,0.7297232010657322,0.005487487753918279,0.23091669118306957,0.2254292034291513,2.692379430049062
4,2,Laila Ali,False,27.0,100.00000000000001,0.11340007908915213,0.0766042941881931,0.6755224047102878,0.014473558850593659,0.29953094126478347,0.2850573824141898,2.5137317756076
4,2,Apolo Anton Ohno,False,26.0,90.90909090909092,0.10419289095616469,0.07535421459192788,0.7232183868600839,0.00949053245744,0.30119792745854873,0.2917073950011087,2.799686159431599
4,2,Shandi Finnessey,False,20.0,18.181818181818183,0.07974038157399814,0.06486704022421994,0.8134779250169036,0.005253442653335029,0.2422683165570802,0.23701487390374518,2.9723318214443832
4,2,Paulina Porizkova,True,21.0,40.909090909090914,0.04837636933216039,0.04044306706335732,0.8360087277750725,0.0027826463603834195,0.14719156512797305,0.14440891876758963,2.985112782597266
4,2,Heather Mills,False,24.0,77.27272727272728,0.08154142573348898,0.06315735088788481,0.7745431262982178,0.006045246029837928,0.24462413741566677,0.23857889138582883,2.9258611674637254
4,2,Billy Ray Cyrus,False,21.0,40.909090909090914,0.10044507401676053,0.06931279715146273,0.6900567077176064,0.00967794072177449,0.2802307050250339,0.2705527643032594,2.6935393963546717
4,2,Joey Fatone,False,24.0,77.27272727272728,0.1268979822578655,0.08303537852743768,0.654347508010563,0.01837846414381599,0.3313963984250697,0.3130179342812537,2.4666896073927367
4,2,Leeza Gibbons,False,21.0,40.909090909090914,0.08107049963388366,0.06880647543989662,0.8487239583542219,0.0040536966830895345,0.26183093170914423,0.2577772350260547,3.1796675223690025
4,3,John Ratzenberger,False,20.0,20.0,0.0925326573632309,0.07393427966285494,0.799007417378386,0.006073671382621317,0.29166756279958733,0.285593891416966,3.086411859839329
4,3,Ian Ziering,False,24.0,85.0,0.10908682711322222,0.07948513537028444,0.7286410046093099,0.010339321422397732,0.30541944890618017,0.29508012748378243,2.705002382249287
4,3,Clyde Drexler,False,16.0,10.0,0.09390455592036863,0.07501739277595237,0.7988685102742036,0.005439048000197832,0.2705496345689598,0.26511058656876196,2.823191949400809
4,3,Laila Ali,False,21.0,40.0,0.11709533983013362,0.0805608706500591,0.6879938236494018,0.01130677044858057,0.3097621472002132,0.29845537675163264,2.548823692981375
4,3,Apolo Anton Ohno,False,23.0,60.0,0.10934500546965663,0.082169064873489,0.751466099849841,0.008063602717811827,0.3211654160720015,0.3131018133541897,2.863430402906997
4,3,Shandi Finnessey,True,21.0,40.0,0.053146006234366834,0.04374008409411343,0.8230173273777851,0.00324058771650533,0.16319226491723018,0.15995167720072487,3.009665038505296
4,3,Heather Mills,False,24.0,85.0,0.09329796341078492,0.06958385506276707,0.7458239434639259,0.006677631650088305,0.26502850951611717,0.2583508778660289,2.7690945026486506
4,3,Billy Ray Cyrus,False,21.0,40.0,0.11366342937473482,0.07834949363139221,0.6893113642045068,0.009404014994696265,0.3097719316288233,0.30036791663412704,2.642608251591538
4,3,Joey Fatone,False,24.0,85.0,0.1274576253663377,0.08754957129583207,0.6868915922096354,0.013872801721496983,0.34073777940167416,0.3268649776801772,2.5644991932358265
4,3,Leeza Gibbons,False,24.0,85.0,0.09047058991716597,0.067862278170171,0.7501031899680852,0.006575930948765192,0.2672847836896017,0.2607088527408365,2.8816972752291035
4,4,John Ratzenberger,False,16.0,27.77777777777778,0.10060910731929266,0.07755174721985081,0.7708223361593962,0.005708989600503301,0.29550326887051964,0.28979427927001633,2.880398074324291
4,4,Ian Ziering,False,24.0,77.77777777777777,0.11586694842144796,0.07986069972424968,0.6892448687337855,0.01092138770898583,0.30554382547602815,0.29462243776704233,2.5427651416271244
4,4,Clyde Drexler,False,15.0,11.11111111111111,0.11034382273918497,0.0805024754775433,0.7295603270413022,0.00751046435136801,0.31828557353667636,0.3107751091853084,2.8164250720063584
