season,week,n_contestants,scoring_method,eliminated_name,is_correct,elimination_probability,is_top2,margin,kendall_tau
13,4,9,percent,Chynna Phillips,True,0.20636667566773037,True,0.03753105018319458,0.8003267306650412
13,5,8,percent,Carson Kressley,True,0.31949446187265446,True,0.06887660546402141,0.8153742483272113
13,6,7,percent,Chaz Bono,True,0.41923149817045713,True,0.10253622781916383,0.7807200583588265
13,7,6,percent,David Arquette,True,0.41878174906515536,True,0.0731199801249724,0.6
13,8,5,percent,Nancy Grace,True,0.7069642731545197,True,0.16856023745540274,0.9486832980505137
13,9,4,percent,Hope Solo,True,0.8412365624209723,True,0.2199629149504893,0.6666666666666669
14,1,12,percent,Martina Navratilova,True,0.14599178082552344,True,0.03490235610566668,0.7662817146030789
14,2,12,percent,Martina Navratilova,True,0.16105626275832902,True,0.031284644813374285,0.8839599998785472
14,3,11,percent,Jack Wagner,True,0.15183551779566504,True,0.03329505614668571,0.7395739969534469
14,4,10,percent,Sherri Sheperd,True,0.18197103129061204,True,0.024917723232399047,0.8613973647824797
14,5,9,percent,Gavin DeGraw,True,0.24339748795387053,True,0.04499948971749396,0.9146591207600471
14,6,8,percent,Gladys Knight,True,0.3575656557098878,True,0.08071469518608967,0.8571428571428571
14,7,7,percent,Jaleel White,True,0.3092622669068031,True,0.06868075302199758,0.7807200583588265
14,8,6,percent,Roshon Fegan,True,0.3940621991530417,True,0.07714454292324752,0.8280786712108251
14,9,4,percent,Maria Menounos,True,0.7676609135586376,True,0.17163392524525062,0.3333333333333334
15,1,13,percent,Pamela Anderson,True,0.14435077460791737,True,0.03935111167110561,0.4738483138433907
15,2,12,percent,Joey Fatone,True,0.11206893059685326,True,0.00073027969561551,0.8702543635872545
15,3,11,percent,Helio Castroneves,True,0.1516762719235904,True,0.02974502120681541,0.5339390499775317
15,4,9,percent,Bristol Palin,True,0.23788047016675906,True,0.03949830094805096,0.5352643613280604
15,5,8,percent,Emmitt Smith,True,0.24986855739223782,True,0.04858045576926148,0.5640760748177661
15,6,8,percent,Sabrina Bryan,True,0.21084737425118766,True,0.034832201699327936,0.6182840223353118
15,7,7,percent,Melissa Rycroft,True,0.25110804583981244,True,0.021162038012388307,0.8095238095238096
15,8,7,percent,Gilles Marini,True,0.2790935953403878,True,0.03683748847441029,0.6190476190476191
15,9,5,percent,Apolo Anton Ohno,True,0.5467796037964046,True,0.11892643733294467,0.7999999999999999
16,1,12,percent,Alexandra Raisman,False,0.10751657436521471,False,0.02048540167469684,0.7722522721128167
16,2,12,percent,Wynonna Judd,True,0.12399154104351744,True,0.0009100073857266078,0.8668137748205085
16,3,11,percent,Wynonna Judd,True,0.1846855282884042,True,0.019579610580934048,0.8390470785361213
16,4,10,percent,Lisa Vanderpump,True,0.21974645998005143,True,0.04927315117196002,0.7956600627155523
16,5,9,percent,D. L. Hughley,True,0.2836560251533472,True,0.04262649764856907,0.9296696802013682
16,6,8,percent,Victor Ortiz,True,0.28830413097103513,True,0.051581908551452615,0.836501912571304
16,7,7,percent,Andy Dick,True,0.5328637541057456,True,0.13080290536956835,0.8095238095238096
16,8,6,percent,Sean Lowe,True,0.546865762196834,True,0.1284568187471229,0.6
16,9,5,percent,Ingo Rademacher,True,0.6353371991574921,True,0.1474531813496044,0.31622776601683794
16,10,4,percent,Alexandra Raisman,True,0.7801451859346833,True,0.18445432159385572,0.9128709291752769
17,1,12,percent,Leah Remini,False,0.1167386375148356,False,0.017601366224768766,0.6358308771056217
17,2,12,percent,Keyshawn Johnson,True,0.1435691906438209,True,0.014558764669734936,0.8441622892989752
17,3,11,percent,Bill Nye,True,0.21195930824581702,True,0.03258991084797605,0.8009085749662975
17,4,10,percent,Valerie Harper,True,0.2353489375588801,True,0.05138080502589233,0.7811265775524029
17,5,9,percent,Christina Milian,False,0.15199816920007417,True,0.001426972178986352,0.5303300858899106
17,6,8,percent,Jack Osbourne,True,0.2631940501697072,True,0.02638484577304326,0.9285714285714285
17,7,8,percent,"Nicole ""Snooki"" Polizzi",True,0.24589390220449228,True,0.02835071305159742,0.8894991799933215
17,8,7,percent,Brant Daugherty,True,0.28975790681812424,True,0.023096792942882582,0.8510644963469901
17,9,6,percent,Elizabeth Berkley Lauren,True,0.34892285999217887,True,0.028397135480333457,0.6900655593423543
17,10,5,percent,Leah Remini,True,0.58978226245766,True,0.09035991454538572,0.9999999999999999
17,11,4,percent,Bill Engvall,True,0.8724372564587455,True,0.22591191535529304,0.6666666666666669
18,1,12,percent,James Maslow,False,0.11855315428699331,True,0.010149912602396366,0.8441622892989752
18,2,11,percent,Sean Avery,False,0.1396095180697479,True,0.007847141050572243,0.7395739969534469
18,3,9,percent,NeNe Leakes,True,0.23216186441182154,True,0.02985622924512002,0.7302967433402214
18,4,9,percent,Danica McKellar,True,0.19102859941560624,True,0.03424807904103508,0.760638829255665
18,5,9,percent,Cody Simpson,True,0.1910458376427195,True,0.001163110225468278,0.8574929257125441
18,6,8,percent,Drew Carey,True,0.3155254199949708,True,0.07102623400784963,0.836501912571304
18,7,7,percent,NeNe Leakes,True,0.3847779385351718,True,0.10142331439329769,0.7142857142857143
18,8,6,percent,Danica McKellar,True,0.40816164124062054,True,0.09327036585873838,0.8563488385776752
18,9,5,percent,Charlie White,True,0.56982324283624,True,0.1225431329747505,0.7999999999999999
18,10,4,percent,James Maslow,True,0.7523524341761281,True,0.17001205445693157,1.0
19,1,13,percent,Lolo Jones,True,0.12425880284647361,True,0.004687251806777981,0.7452413135250991
19,2,12,percent,Tavis Smiley,True,0.13619632378629332,True,0.015488995890658441,0.7191012094028307
19,3,11,percent,Randy Couture,True,0.17534133191787843,True,0.0336606469615697,0.7627700713964738
19,4,10,percent,Betsey Johnson,True,0.1971189041748926,True,0.024655174335438207,0.7333333333333333
19,5,9,percent,Tommy Chong,True,0.27864345964874715,True,0.033143243435309055,0.816982446237566
19,6,9,percent,Jonathan Bennett,True,0.1727285995624051,True,0.005833825815613952,0.7042952122737639
19,7,8,percent,Antonio Sabato Jr.,True,0.2435505316329428,True,0.03022012332427715,0.7142857142857142
19,8,7,percent,Michael Waltrip,True,0.4660189917400289,True,0.08628974945825876,0.9047619047619049
19,9,6,percent,Lea Thompson,True,0.401568362091957,True,0.037393323435693626,0.9660917830792959
19,10,5,percent,Tommy Chong,True,0.7117911064332629,True,0.17035826361507747,0.6
19,11,4,percent,Bethany Mota,True,0.8152771719105251,True,0.19498740254641073,0.3333333333333334
20,1,12,percent,Redfoo,True,0.13278794798473148,True,0.023982795872251245,0.6356417261637282
20,2,12,percent,Redfoo,False,0.10350315924315666,True,0.012039135365738918,0.7336739820667776
20,3,11,percent,Charlotte McKinney,True,0.18509220967667225,True,0.035753924691939706,0.8073734277593311
20,4,10,percent,Michael Sam,True,0.16789958936698912,True,0.021863016661333584,0.6741998624632421
20,5,9,percent,Suzanne Somers,True,0.2198607615671014,True,0.023074911285850208,0.8574929257125441
20,6,8,percent,Patti LaBelle,True,0.2552170888320721,True,0.039043955626593546,0.836501912571304
20,7,7,percent,Willow Shields,True,0.26224283144444394,True,0.01840373651114413,0.7509392614826382
20,8,6,percent,Robert Herjavec,True,0.5274909613930986,True,0.105726622065212,0.8666666666666666
20,9,4,percent,Nastia Liukin,True,0.7429942712536557,True,0.153541127084658,1.0
21,1,13,percent,Carlos PenaVega,False,0.07907720591077266,False,0.0029212748409811057,0.6405126152203485
21,2,13,percent,Victor Espinoza,True,0.1169156846206066,True,0.007995738585535178,0.6046945272526236
21,3,10,percent,Hayes Grier,False,0.1677326118243185,True,0.0055931374304709625,0.7501937734175208
21,4,10,percent,Gary Busey,True,0.25795512540164994,True,0.03726778308673598,0.5520524474738834
21,5,9,percent,Tamar Braxton,True,0.19451442494840832,True,0.011401275638337482,0.8888888888888888
21,6,9,percent,Paula Deen,True,0.3219530806737579,True,0.07122620139300274,0.6481812160876685
21,7,8,percent,Hayes Grier,True,0.26178717304848914,True,0.05144041632272289,0.3706246583305506
21,8,7,percent,Andy Grammer,True,0.33848897169782216,True,0.05856789927685416,0.7807200583588265
21,9,6,percent,Alexa PenaVega,True,0.34195682710784164,True,0.05314784177089199,0.6
21,11,4,percent,Carlos PenaVega,True,0.716618066144937,True,0.1423157024342404,0.9128709291752769
22,1,12,percent,Geraldo Rivera,True,0.18978691142012644,True,0.04325994996938928,0.5263613559678152
22,2,12,percent,Geraldo Rivera,True,0.2011181002081745,True,0.06887014143817383,0.7010662495304765
22,3,11,percent,Mischa Barton,True,0.15202305367965688,True,0.02932526459702109,0.7246315678266502
22,4,10,percent,Marla Maples,True,0.20109868442325327,True,0.030907577668582986,0.6440611887195304
22,5,9,percent,Antonio Brown,True,0.22660583808331483,True,0.0526331466890482,0.760638829255665
22,6,9,percent,Doug Flutie,True,0.25735753415883555,True,0.05700286924886899,0.7071067811865475
22,7,8,percent,Kim Fields,True,0.25103396591910593,True,0.05162250038031213,0.23145502494313788
22,8,6,percent,Jodie Sweetin,True,0.3498526958118769,True,0.07501474910393141,0.2
22,9,5,percent,Antonio Brown,True,0.5633657058713866,True,0.10804193139615792,0.9999999999999999
23,1,13,percent,Jana Kramer,False,0.0862047821660223,False,0.016842218055259192,0.7818857178186831
23,2,13,percent,Jake T. Austin,False,0.10676873516484435,True,0.008544615487621171,0.7713901315435238
23,3,12,percent,Rick Perry,True,0.16168384480172354,True,0.04637850770809082,0.7503664793768668
23,4,11,percent,Babyface,True,0.176949814363814,True,0.03671786119273583,0.5475598112357867
23,5,9,percent,Terra Jole,True,0.1844845087463057,True,0.03048236819811892,0.5477225575051661
23,6,9,percent,Amber Rose,True,0.2517165256526506,True,0.057728020596610946,0.6859943405700353
23,7,8,percent,Maureen McCormick,True,0.2776418635697069,True,0.06075333243898812,0.6943650748294137
23,8,7,percent,Ryan Lochte,True,0.33536271343990703,True,0.055313370910296145,0.8783100656536799
23,9,6,percent,Marilu Henner,True,0.468792388396177,True,0.09587584684129569,0.8280786712108251
23,10,5,percent,Terra Jole,True,0.5699833491263147,True,0.11822161263159475,0.19999999999999998
23,11,4,percent,Jana Kramer,True,0.7642311236572091,True,0.18332571521375984,0.0
24,1,12,percent,Chris Kattan,True,0.1763196480789405,True,0.04093963911283127,0.8754275592730113
24,2,12,percent,Chris Kattan,True,0.15843318608910095,True,0.021074518719443103,0.8668137748205085
24,3,11,percent,Charo,True,0.17759783785799085,True,0.038748158868627924,0.8601512308077806
24,4,10,percent,Mr. T,True,0.20406993539045723,True,0.05030587352912394,0.7501937734175208
24,5,9,percent,Erika Jayne,True,0.2048812818631713,True,0.03860288284708807,0.8733260632194672
24,6,8,percent,Heather Morris,True,0.1978124171039703,True,0.025777329494624163,0.9285714285714285
24,7,7,percent,Nancy Kerrigan,True,0.3246209764486426,True,0.07143877519683489,0.8783100656536799
24,8,5,percent,Bonner Bolton,True,0.666911690981996,True,0.15097861609440655,0.9999999999999999
24,9,4,percent,Simone Biles,True,0.7381467593079438,True,0.15848319268150735,0.6666666666666669
25,1,13,percent,Drew Scott,True,0.12657475900764567,True,0.008605207036510576,0.7818857178186831
25,2,13,percent,Barbara Corcoran,True,0.14990661766695626,True,0.04521211266385872,0.7818857178186831
25,3,11,percent,Nick Lachey,True,0.14277841067173191,True,0.029970832395649738,0.7006490497453707
25,4,11,percent,Derek Fisher,True,0.15456538806591602,True,0.039944031317812295,0.6822422923379534
25,5,10,percent,Sasha Pieterse,True,0.17295788337016946,True,0.03628363395605716,0.7501937734175208
25,6,9,percent,Nick Lachey,True,0.2554550988458252,True,0.05317331883977408,0.8574929257125441
25,7,8,percent,Nikki Bella,True,0.2689573119548269,True,0.05579974840872834,0.8894991799933215
25,8,6,percent,Terrell Owens,True,0.41995679045680034,True,0.07854104368394105,0.8666666666666666
25,9,5,percent,Victoria Arlen,True,0.54072254806847,True,0.09612386721657112,0.7999999999999999
25,10,4,percent,Drew Scott,True,0.7990657035225398,True,0.19247542122013223,0.18257418583505539
26,1,10,percent,Jamie Anderson,True,0.17246889688137496,True,0.014136749430315704,0.9200874124564723
26,2,8,percent,Kareem Abdul-Jabbar,True,0.3082628917732984,True,0.07939215328722643,0.7937253933193771
26,3,6,percent,Jennie Finch Daigle,True,0.5125092205314569,True,0.12037273618735422,0.8280786712108251
27,1,13,percent,Nikki Glaser,True,0.12154704161239199,True,0.014975188634195169,0.7849313448431117
27,2,12,percent,Danelle Umstead,True,0.15081278171167795,True,0.031258092997614714,0.8839599998785472
27,3,11,percent,Nancy McKeon,True,0.15565491173848173,True,0.018439379533002315,0.9629500128629352
27,4,10,percent,Tinashe,False,0.12457380115119139,True,0.018159139777538857,0.764093177458341
27,5,9,percent,Juan Pablo Di Pace,False,0.1370922111400912,True,0.01674668545273536,0.7042952122737639
27,6,9,percent,Mary Lou Retton,True,0.21578437571744374,True,0.024825481881954825,0.8574929257125441
27,7,8,percent,John Schneider,True,0.252800367643721,True,0.05314921622341223,0.9092412093166349
27,8,6,percent,Juan Pablo Di Pace,True,0.309694599446651,True,0.04003929577894777,0.8280786712108251
28,1,12,rank,James Van Der Beek,False,5.8792826982452694e-105,False,3.5,0.32566947363946475
28,2,12,rank,Mary Wilson,True,1.0,True,4.5,0.4883252384031963
28,3,10,rank,Karamo Brown,True,0.9999999999999998,True,3.0,0.598056818096707
28,4,10,rank,Lamar Odom,True,0.9999999999622486,True,2.0,0.7254762501100117
28,5,9,rank,James Van Der Beek,True,0.9975212175141933,True,0.5,0.41194292043554975
28,6,9,rank,Sailor Brinkley-Cook,True,0.9950486701681626,True,0.5,0.4377137796365057
28,7,8,rank,Karamo Brown,True,0.9999999999622484,True,2.0,0.7181324987175317
28,8,7,rank,Kate Flannery,True,1.0,True,4.0,0.6998542122237652
28,9,6,rank,Sean Spicer,True,0.9999999999999998,True,3.0,0.7333333333333333
28,10,5,rank,James Van Der Beek,True,1.0,True,4.0,0.5270462766947298
29,1,15,rank,Skai Jackson,False,1.276111250673626e-133,False,2.0,0.3370155402098376
29,2,15,rank,Charles Oakley,True,1.0,True,5.0,0.6449940433967712
29,3,14,rank,Carole Baskin,True,1.0,True,7.0,0.5716619504750294
29,4,13,rank,Anne Heche,True,1.0,True,6.0,0.498577522010916
29,5,12,rank,Jesse Metcalfe,True,1.0,True,7.5,0.40139616480340357
29,6,11,rank,Veron Davis,True,1.0,True,6.0,0.49104637582399135
29,7,10,rank,Monica Aldama,True,1.0,True,7.0,0.4941662111074007
29,8,8,rank,Chrishell Stause,True,1.0,True,4.0,0.6975184488828854
29,9,7,rank,AJ McLean,True,1.0,True,3.5,0.7181848464596078
29,10,6,rank,Skai Jackson,True,1.0,True,3.5,0.7857142857142858
30,1,15,rank,Martin Kove,True,1.0,True,8.5,0.42237194302229314
30,2,15,rank,Martin Kove,True,1.0,True,5.0,0.537373290623879
30,3,14,rank,Christine Chiu,True,0.9999999999999998,True,3.0,0.4166666666666667
30,4,13,rank,Brian Austin Green,True,1.0,True,6.0,0.3311330892662609
30,5,11,rank,Melanie C,True,0.9999938558253041,True,1.0,0.4758309514308865
30,6,10,rank,Kenya Moore,True,1.0,True,5.0,0.5967623950328607
30,7,9,rank,"Mike ""The Miz"" Mizanin",True,1.0,True,7.0,0.3638034375544994
30,8,8,rank,Jimmie Allen,True,1.0,True,5.0,0.48
30,9,6,rank,Melora Hardin,True,1.0,True,4.0,0.6428571428571429
31,1,16,rank,Jason Lewis,True,0.9999999999999998,True,3.0,0.6036501843192221
31,2,15,rank,Teresa Giudice,True,1.0,True,4.0,0.5646055568721082
31,3,14,rank,Cheryl Ladd,True,0.9999999999999998,True,3.0,0.48866791604421217
31,4,13,rank,Sam Champion,True,1.0,True,7.5,0.500048232286805
31,5,12,rank,Joseph Baena,True,1.0,True,6.0,0.38760854559127644
31,6,10,rank,Jessie James Decker,True,1.0,True,5.5,0.5135717874467445
31,7,9,rank,Jordin Sparks,True,1.0,True,4.0,0.588235294117647
31,8,8,rank,Heidi D'Amelio,True,1.0,True,5.0,0.4615384615384616
31,9,6,rank,Trevor Donovan,True,1.0,True,4.5,0.44474958999666075
32,1,14,rank,Matt Walsh,True,0.9999999999622486,True,2.0,0.8136762043449723
32,2,13,rank,Jamie Lynn Spears,True,0.9999999999999065,True,2.5,0.5775064575515226
32,3,12,rank,Tyson Beckford,True,0.9999999999999998,True,3.0,0.7301587301587301
32,4,11,rank,Adrian Peterson,True,0.9999999999622484,True,2.0,0.4861724348043977
32,5,10,rank,Mira Sorvino,True,1.0,True,3.5,0.5803810000880094
32,6,9,rank,Mauricio Umansky,True,0.9999999999622486,True,2.0,0.5892556509887895
32,7,8,rank,Lele Pons,True,0.9999999846565792,True,1.5,0.6405126152203486
32,8,7,rank,Barry Williams,True,0.9999999999999998,True,3.0,0.5143444998736397
32,9,6,rank,Harry Jowsey,True,1.0,True,4.0,0.5520524474738834
33,2,13,rank,Tori Spelling,True,0.9999999999999998,True,3.0,0.6398260048878628
33,3,11,rank,Eric Roberts,True,1.0,True,3.5,0.759389481241052
33,4,9,rank,Brooks Nader,True,0.9999938558253978,True,1.0,0.6687762430634061
33,5,8,rank,Phaedra Parks,True,1.0,True,3.5,0.5388602512436507
33,6,7,rank,Jenn Tran,True,0.9999999999621543,True,2.0,0.7570332986102252
33,7,6,rank,Dwight Howard ,True,1.0,True,5.0,0.4472135954999579
34,1,14,rank,Whitney Leavitt,False,2.2195083208890245e-115,False,2.0,0.43604918173170426
34,2,14,rank,Corey Feldman,True,0.9999999999999998,True,3.0,0.500595947768142
34,3,12,rank,Lauren Jauregui,True,1.0,True,6.5,0.5809475019311126
34,4,11,rank,Hilaria Baldwin,True,0.9999938558253978,True,1.0,0.5196152422706631
34,5,10,rank,Whitney Leavitt,True,0.9999999999619678,True,2.0,0.34591634777518054
34,6,10,rank,Scott Hoying,True,1.0,True,5.0,0.565685424949238
34,7,9,rank,Jen Affleck,True,0.9999999999622486,True,2.0,0.6285714285714286
